MSSubClass,LotFrontage,LotArea,Street,Utilities,YearBuilt,YearRemodAdd,MasVnrArea,BsmtExposure,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,Functional,GarageYrBlt,GarageFinish,GarageArea,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,YrSold,SalePrice,LotConfig_labels,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Alley_None,Alley_Pave,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LandSlope_Mod,LandSlope_Sev,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,Fence_GdWo,Fence_MnPrv,Fence_MnWw,Fence_None,MoSold_2,MoSold_3,MoSold_4,MoSold_5,MoSold_6,MoSold_7,MoSold_8,MoSold_9,MoSold_10,MoSold_11,MoSold_12,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,Overall_Rating,Exter_Rating,Bsmt_rating,Basement_bathrooms,Aboveground_bathrooms,Kitchen_Rating,Fireplace_Rating,Total_Condtion,BsmtFinType1_rating,BsmtFinType2_rating,Bsmt_total_SF_rating
20,0.3321917808219177,0.0579775175862955,1.0,1.0,0.9347826086956524,0.8666666666666671,0.09375,0.25,0.6596746575342466,0.2522094926350245,0.0,1.0,1.0,1.0,0.2769619091326296,0.0,0.0,0.2273926149208741,0.375,1.0,0.9347826086956524,0.6666666666666666,0.5944992947813822,0.6000000000000001,1.0,0.5460910151691948,0.1480804387568556,0.0,0.0,0.0,0.0,0.0,2006,205000,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.1666666666666665,1.1666666666666667,1.55,0.0,0.6666666666666666,0.22222222222222224,0.2,2.0,0.0,0.0,0.0
20,0.1678082191780822,0.0397298371076678,1.0,1.0,0.72463768115942,0.3666666666666671,0.0,0.25,0.0,0.1463175122749591,0.0,0.5,1.0,1.0,0.1284993116108306,0.0,0.0,0.1055011303692539,0.375,1.0,0.7463768115942031,0.3333333333333333,0.389280677009873,0.6000000000000001,1.0,0.2987164527421236,0.0,0.0,0.0,0.0,0.0,0.0,2006,149900,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1944444444444444,0.8333333333333333,1.35,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.0,2.0,0.13199858256555633,0.0,0.13199858256555633
75,0.2260273972602739,0.0798616466848956,1.0,1.0,0.0579710144927538,0.8666666666666671,0.0,0.25,0.6292808219178082,0.2405891980360065,0.0,1.0,1.0,1.0,0.3077099586966498,0.8803874092009685,0.0,0.595139412207988,0.375,1.0,0.9492753623188416,0.3333333333333333,0.6135401974612129,0.6000000000000001,1.0,0.352392065344224,0.0,0.0,0.0,0.0,0.0,0.0,2008,295000,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.6666666666666665,0.8333333333333333,1.35,0.0,1.0,0.22222222222222224,0.3333333333333333,2.0,0.0,0.0,0.0
20,0.2020547945205479,0.0424688588188553,1.0,1.0,0.9565217391304356,0.9166666666666644,0.15375,0.25,0.2294520547945205,0.3273322422258592,0.0,1.0,1.0,1.0,0.3822854520422212,0.0,0.0,0.3138658628485305,0.375,1.0,0.9565217391304356,1.0,0.6262341325811002,0.6000000000000001,1.0,0.1960326721120186,0.0,0.0,0.0,0.0,0.0,0.0,2007,305900,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.2777777777777777,1.1666666666666667,1.55,0.3333333333333333,0.6666666666666666,0.22222222222222224,0.0,2.0,0.2593905031892275,0.0,0.2593905031892275
60,0.3253424657534246,0.0569024749351468,1.0,1.0,0.8550724637681171,0.68333333333333,0.15375,0.25,0.0,0.1145662847790507,0.0,0.75,1.0,1.0,0.1808168884809546,0.5428571428571428,0.0,0.3596458176337603,0.5,1.0,0.8550724637681171,0.6666666666666666,0.5260930888575458,0.6000000000000001,1.0,0.1481913652275379,0.0804387568555758,0.4057971014492754,0.0,0.0,0.0,0.0,2007,225000,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.1666666666666665,1.1666666666666667,1.55,0.3333333333333333,0.9166666666666666,0.22222222222222224,0.2,2.0,0.10335459484998816,0.0,0.10335459484998816
50,0.1260273972602739,0.0309425319591483,1.0,1.0,0.3478260869565215,0.0,0.0,0.25,0.1365582191780822,0.0522094926350245,0.0,0.5,1.0,0.75,0.1608536025699862,0.1796610169491525,0.0,0.2019593067068575,0.375,1.0,0.3478260869565215,0.0,0.0,0.0,0.0,0.0,0.263254113345521,0.0,0.0,0.0,0.0,0.0,2008,89500,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.3055555555555556,0.5833333333333333,1.35,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
30,0.1595890410958904,0.0516113954521021,1.0,1.0,0.4927536231884062,0.0,0.0,0.25,0.2564212328767123,0.1409165302782324,0.0,1.0,1.0,1.0,0.1209270307480495,0.0,0.0,0.0992840994724943,0.125,1.0,0.6449275362318847,0.3333333333333333,0.3801128349788434,0.6000000000000001,1.0,0.1843640606767794,0.0,0.0,0.0,0.0,0.0,0.0,2009,82500,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8333333333333333,0.8333333333333333,1.35,0.0,0.3333333333333333,0.1111111111111111,0.0,2.0,0.02321048901488305,0.0,0.02321048901488305
20,0.2363013698630137,0.0517796629974993,1.0,1.0,0.9492753623188416,0.8999999999999986,0.0,1.0,0.2662671232876712,0.3103109656301145,0.0,1.0,1.0,1.0,0.3694355208811382,0.0,0.0,0.3033157498116051,0.375,1.0,0.9492753623188416,1.0,0.4992947813822285,0.6000000000000001,1.0,0.2427071178529754,0.319926873857404,0.0,0.0,0.0,0.0,0.0,2006,360000,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.3888888888888888,1.1666666666666667,1.75,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,2.0,0.2257264351523742,0.0,0.2257264351523742
60,0.1410958904109588,0.0298441188155834,1.0,1.0,0.8768115942028984,0.7333333333333343,0.07,0.25,0.0766267123287671,0.1140752864157119,0.0,0.75,1.0,1.0,0.083295089490592,0.3893462469733656,0.0,0.2198568198944988,0.375,1.0,0.8768115942028984,1.0,0.2961918194640338,0.6000000000000001,1.0,0.2217036172695449,0.1151736745886654,0.0,0.0,0.0,0.0,0.0,2006,165600,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0555555555555556,0.8333333333333333,1.55,0.0,0.9166666666666666,0.22222222222222224,0.2,2.0,0.07648240018899125,0.0,0.07648240018899125
20,0.0993150684931506,0.0313164598378087,1.0,1.0,0.5507246376811601,0.8666666666666671,0.0,0.25,0.125,0.1590834697217676,0.0,1.0,1.0,1.0,0.1463974300137678,0.0,0.0,0.1201959306706857,0.25,1.0,0.5507246376811601,0.3333333333333333,0.1692524682651622,0.6000000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,132000,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.1805555555555556,1.0833333333333333,1.35,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.26666666666666666,2.0,0.10040160642570274,0.0,0.10040160642570274
190,0.1506849315068493,0.0303816401411577,1.0,1.0,0.4855072463768124,0.0,0.0,0.5,0.122431506849315,0.1297872340425532,0.0,0.5,1.0,1.0,0.1053235429095915,0.1573849878934624,0.0,0.1477015825169555,0.375,1.0,0.4855072463768124,0.3333333333333333,0.2891396332863187,0.6000000000000001,1.0,0.0,0.0,0.0,0.0,0.5645833333333333,0.0,0.0,2006,119900,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.1944444444444444,0.8333333333333333,1.55,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.26666666666666666,0.0,0.059886605244507396,0.0,0.059886605244507396
20,0.4417808219178081,1.0,1.0,1.0,0.6739130434782616,0.25,0.0,1.0,0.0342465753424657,0.3495908346972177,0.2,0.5,1.0,1.0,0.390546122074346,0.0,0.0,0.3206480783722683,0.375,1.0,0.6739130434782616,0.6666666666666666,0.3617771509167842,0.6000000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,375000,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.1666666666666665,0.8333333333333333,1.55,0.6666666666666666,0.6666666666666666,0.1111111111111111,0.5333333333333333,2.0,0.18249468462083623,0.37087290818634094,0.5533675928071772
70,0.1335616438356164,0.0387950174110168,1.0,1.0,0.3840579710144922,0.6666666666666643,0.0,0.25,0.3047945205479452,0.1191489361702127,0.0,1.0,1.0,1.0,0.1142726021110601,0.3917675544794189,0.0,0.2462321024868123,0.375,1.0,0.3840579710144922,0.3333333333333333,0.385049365303244,0.6000000000000001,1.0,0.0,0.0,0.4239130434782608,0.0,0.0,0.0,0.0,2006,178000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.4166666666666665,0.8333333333333333,1.6,0.25,0.5833333333333333,0.3333333333333333,0.26666666666666666,2.0,0.0009449562957712999,0.0,0.0009449562957712999
60,0.1712328767123287,0.0303582696487414,1.0,1.0,0.9565217391304356,0.9166666666666644,0.0,0.25,0.1245719178082191,0.1171849427168576,0.0,1.0,1.0,1.0,0.0876548875631023,0.3467312348668281,0.0,0.2068575734740015,0.375,1.0,0.9565217391304356,1.0,0.3046544428772919,0.6000000000000001,1.0,0.116686114352392,0.093235831809872,0.0,0.0,0.0,0.0,0.0,2009,188500,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.1666666666666665,1.1666666666666667,1.55,0.3333333333333333,0.9166666666666666,0.22222222222222224,0.26666666666666666,2.0,0.0753012048192771,0.0,0.0753012048192771
60,0.2499999999999999,0.0547103227465002,1.0,1.0,0.7826086956521738,0.5,0.17375,0.25,0.0654965753424657,0.1382978723404255,0.0,0.5,1.0,1.0,0.1879302432308398,0.5811138014527845,0.0,0.3803692539562924,0.5,1.0,0.804347826086957,0.6666666666666666,0.3413258110014104,0.6000000000000001,1.0,0.3360560093348891,0.356489945155393,0.0,0.0,0.0,0.0,0.0,2009,260000,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.4166666666666665,1.1666666666666667,1.55,0.3333333333333333,0.9166666666666666,0.3333333333333333,0.2,2.0,0.1226080793763288,0.0,0.1226080793763288
60,0.184931506849315,0.0359905583210638,1.0,1.0,0.9710144927536232,0.93333333333333,0.0,0.75,0.4657534246575342,0.1780687397708674,0.0,1.0,1.0,1.0,0.1730151445617255,0.4217917675544794,0.0,0.3061416729464958,0.375,1.0,0.9710144927536232,0.6666666666666666,0.7228490832157969,0.6000000000000001,1.0,0.2427071178529754,0.0840950639853747,0.0,0.0,0.0,0.0,0.0,2007,270000,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.2777777777777777,1.1666666666666667,1.55,0.0,0.9166666666666666,0.22222222222222224,0.26666666666666666,2.0,0.0,0.0,0.0
60,0.2363013698630137,0.0401972469559933,1.0,1.0,0.8768115942028984,0.7166666666666686,0.16,1.0,0.1541095890410959,0.2204582651391162,0.0,1.0,1.0,1.0,0.2381826525929325,0.6169491525423729,0.0,0.4355689525244913,0.5,1.0,0.8768115942028984,0.6666666666666666,0.46262341325811,0.6000000000000001,1.0,0.396732788798133,0.109689213893967,0.2608695652173913,0.0,0.0,0.0,0.0,2009,260000,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.1666666666666665,1.1666666666666667,1.55,0.3333333333333333,0.9166666666666666,0.22222222222222224,0.2,2.0,0.17487597448618,0.0,0.17487597448618
80,0.2541095890410959,0.0598985720629133,1.0,1.0,0.7826086956521738,0.5,0.140625,0.75,0.1438356164383561,0.2245499181669394,0.0,0.5,1.0,1.0,0.2611289582377237,0.0,0.0,0.2143933685003767,0.375,1.0,0.7826086956521738,0.3333333333333333,0.4146685472496473,0.6000000000000001,1.0,0.2718786464410735,0.0877513711151736,0.0,0.0,0.0,0.0,0.0,2009,187500,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.1666666666666665,0.8333333333333333,1.55,0.3333333333333333,0.6666666666666666,0.1111111111111111,0.4,2.0,0.183557760453579,0.0,0.183557760453579
60,0.3082191780821917,0.0699198392110121,1.0,1.0,0.9710144927536232,0.93333333333333,0.23125,0.75,0.5346746575342466,0.2044189852700491,0.0,1.0,1.0,1.0,0.2099586966498393,0.6523002421307507,0.0,0.4261492087415222,0.5,1.0,0.9710144927536232,0.6666666666666666,0.5923836389280677,0.6000000000000001,1.0,0.2800466744457409,0.2815356489945155,0.0,0.0,0.0,0.0,0.0,2006,342643,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3888888888888888,0.8333333333333333,2.0,0.0,1.25,0.22222222222222224,0.0,2.0,0.0,0.0,0.0
60,0.2671232876712328,0.0504755895206711,1.0,1.0,0.9565217391304356,0.8999999999999986,0.2425,0.75,0.0710616438356164,0.185924713584288,0.0,1.0,1.0,1.0,0.1840293712712253,0.6450363196125908,0.0,0.4020346646571213,0.5,1.0,0.9565217391304356,1.0,0.614950634696756,0.6000000000000001,1.0,0.2147024504084013,0.2815356489945155,0.0,0.0,0.0,0.0,0.0,2007,354000,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.2777777777777777,1.1666666666666667,1.75,0.3333333333333333,0.9166666666666666,0.22222222222222224,0.26666666666666666,2.0,0.1718639262934089,0.0,0.1718639262934089
