,Unnamed: 0,MSSubClass,LotFrontage,LotArea,Street,Utilities,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageArea,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,YrSold,SalePrice,LotConfig_labels,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Alley_None,Alley_Pave,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LandSlope_Mod,LandSlope_Sev,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_None,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtFinType2_BLQ,BsmtFinType2_GLQ,BsmtFinType2_LwQ,BsmtFinType2_None,BsmtFinType2_Rec,BsmtFinType2_Unf,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,Fence_GdWo,Fence_MnPrv,Fence_MnWw,Fence_None,MoSold_2,MoSold_3,MoSold_4,MoSold_5,MoSold_6,MoSold_7,MoSold_8,MoSold_9,MoSold_10,MoSold_11,MoSold_12,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,Overall_Rating,Exter_Rating,Bsmt_rating,Total_goodqual_aboveground_area,Basement_bathrooms,Aboveground_bathrooms,Kitchen_Rating,Fireplace_Rating,Condition1,Condition2,Total_Condtion,BsmtFinType1_rating,BsmtFinType2_rating,Bsmt_total_SF_rating
438,438,30,0.0650684931506849,0.0139288134801,1.0,1.0,0.4444444444444445,0.625,0.2971014492753632,0.8666666666666671,0.0,0.3333333333333333,0.5,0.6000000000000001,0.75,0.25,0.0646704464918497,0.0,0.0321061643835616,0.072013093289689,0.0,0.5,0.0,1.0,0.0826067003212482,0.0,0.0,0.0678221552373775,0.0,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.6666666666666667,1.0,0.3333333333333333,0.8,0.8550724637681171,0.3333333333333333,0.2482369534555712,0.6000000000000001,0.5,0.0,0.0,0.0615942028985507,0.0,0.0,0.0,0.0,2007,0.0770031940008332,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0694444444444444,0.8333333333333333,1.35,1.35,0.0,0.3333333333333333,0.22222222222222224,0.26666666666666666,1.0,1.0,2.0,0.0646704464918497,0.0,0.09677661087541131
439,439,50,0.1575342465753424,0.0516674846339012,1.0,1.0,0.5555555555555556,0.875,0.3478260869565215,0.8333333333333357,0.0,0.3333333333333333,0.5,0.6000000000000001,0.5,0.5,0.0,0.0,0.2928082191780822,0.1119476268412438,0.0,0.75,1.0,1.0,0.0803120697567691,0.2479418886198547,0.0,0.1623963828183873,0.0,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.6666666666666667,1.0,0.0,0.0,0.9637681159420292,0.3333333333333333,0.3723554301833568,0.6000000000000001,1.0,0.0,0.0840950639853747,0.0,0.0,0.0,0.0,0.0516129032258064,2009,0.1042910706846271,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.4305555555555556,0.8333333333333333,1.1,1.1,0.0,0.3333333333333333,0.22222222222222224,0.0,1.0,1.0,2.0,0.0,0.0,0.5856164383561644
440,440,20,0.2876712328767123,0.066049685666877,1.0,1.0,1.0,0.5,0.9855072463768124,0.9666666666666686,0.125,1.0,0.5,1.0,0.75,1.0,0.3130758327427356,0.3656716417910447,0.3373287671232876,0.5063829787234043,0.0,1.0,1.0,1.0,0.4745296007342818,0.0,0.0,0.3896006028636021,0.3333333333333333,0.0,0.6666666666666666,0.0,0.25,0.3333333333333333,1.0,1.0,0.6666666666666666,0.8,0.9855072463768124,1.0,0.4739069111424541,0.6000000000000001,1.0,0.0,0.1316270566727605,0.0,0.0,0.3541666666666667,0.0,0.0,2009,0.7222607971115124,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.5,1.5,1.75,1.75,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.5333333333333333,1.0,1.0,2.0,0.3130758327427356,0.0,0.3130758327427356
441,441,90,0.2431506849315068,0.0505176564070204,1.0,1.0,0.3333333333333333,0.375,0.6014492753623184,0.0833333333333357,0.16875,0.3333333333333333,0.5,0.6000000000000001,0.75,0.25,0.0235648476257973,0.0,0.5595034246575342,0.2356792144026187,0.0,0.5,0.0,0.5,0.2537861404313906,0.0,0.0,0.2083647324792765,0.0,0.0,0.6666666666666666,0.0,0.5,0.6666666666666666,0.0,1.0,0.0,0.0,0.6014492753623184,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,0.1154006388001666,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7083333333333333,0.8333333333333333,1.35,1.35,0.0,0.6666666666666666,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.5595034246575342
442,442,50,0.1061643835616438,0.0230900465072799,1.0,1.0,0.4444444444444445,0.75,0.4202898550724647,0.7000000000000028,0.0,0.3333333333333333,0.5,0.6000000000000001,0.75,0.25,0.0,0.0,0.461472602739726,0.1764320785597381,0.0,0.5,1.0,1.0,0.182193666819642,0.2154963680387409,0.0,0.2334212509419743,0.0,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.8,0.4202898550724647,0.3333333333333333,0.2538787023977433,0.6000000000000001,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,0.1777530898486321,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.1944444444444444,0.8333333333333333,1.35,1.35,0.0,0.6666666666666666,0.1111111111111111,0.26666666666666666,1.0,1.0,2.0,0.0,0.0,0.922945205479452
443,443,120,0.1095890410958904,0.0122554862230947,1.0,1.0,0.6666666666666665,0.5,0.9710144927536232,0.9500000000000028,0.045,0.6666666666666667,0.5,1.0,0.75,0.75,0.0,0.0,0.538527397260274,0.2058919803600654,0.0,1.0,1.0,1.0,0.2120238641578705,0.0,0.0,0.174076865109269,0.0,0.0,0.6666666666666666,0.0,0.25,0.3333333333333333,0.6666666666666667,1.0,0.3333333333333333,0.8,0.9782608695652169,1.0,0.4569816643159379,0.6000000000000001,1.0,0.1680280046674445,0.0292504570383912,0.0,0.0,0.0,0.0,0.0,2007,0.1910845715872795,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1666666666666665,1.1666666666666667,1.75,1.75,0.0,0.6666666666666666,0.22222222222222224,0.26666666666666666,1.0,1.0,2.0,0.0,0.0,1.077054794520548
444,444,60,0.1678082191780822,0.03482203370025,1.0,1.0,0.6666666666666665,0.5,0.8840579710144922,0.75,0.0,0.6666666666666667,0.75,0.8,0.75,0.25,0.1137491141034727,0.0,0.1168664383561643,0.1497545008183306,0.0,1.0,1.0,1.0,0.1374483708122992,0.4721549636803874,0.0,0.2965335342878674,0.3333333333333333,0.0,0.6666666666666666,0.5,0.5,0.3333333333333333,0.6666666666666667,1.0,0.3333333333333333,0.6000000000000001,0.8840579710144922,0.3333333333333333,0.347672778561354,0.6000000000000001,1.0,0.1680280046674445,0.243144424131627,0.0,0.0,0.0,0.0,0.0,2008,0.243160672128871,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.1666666666666665,1.4166666666666667,1.55,1.55,0.3333333333333333,0.9166666666666666,0.22222222222222224,0.2,1.0,1.0,2.0,0.1137491141034727,0.0,0.230615552459637
445,445,20,0.1780821917808219,0.0399869125242468,1.0,1.0,0.5555555555555556,0.5,0.608695652173914,0.1000000000000014,0.0,0.3333333333333333,0.5,0.6000000000000001,0.75,0.25,0.0,0.0,0.6147260273972602,0.2350245499181669,0.0,0.25,1.0,1.0,0.3109224414869206,0.0,0.0,0.2552750565184627,0.0,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.8,0.608695652173914,0.3333333333333333,0.3385049365303244,0.6000000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,0.1285932509373698,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0555555555555556,0.8333333333333333,1.35,1.35,0.0,0.3333333333333333,0.1111111111111111,0.26666666666666666,1.0,1.0,2.0,0.0,0.0,1.2294520547945205
446,446,20,0.3972602739726027,0.0710089041576106,1.0,1.0,0.5555555555555556,0.625,0.6811594202898554,0.8666666666666671,0.0,0.6666666666666667,0.5,0.6000000000000001,0.75,0.25,0.0437632884479092,0.4837177747625508,0.2384417808219178,0.2482815057283142,0.0,1.0,1.0,1.0,0.356585589720055,0.0,0.0,0.2927656367746797,0.0,0.0,0.6666666666666666,0.5,0.25,0.3333333333333333,0.6666666666666667,0.5,0.3333333333333333,0.8,0.6811594202898554,1.0,0.4076163610719323,0.6000000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0.2153867518400222,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.1805555555555556,1.1666666666666667,1.35,1.35,0.0,0.9166666666666666,0.22222222222222224,0.26666666666666666,1.0,1.0,2.0,0.0,0.4837177747625508,0.4837177747625508
447,447,60,0.1595890410958904,0.0463390123629904,1.0,1.0,0.6666666666666665,0.5,0.9130434782608692,0.8166666666666629,0.0,0.6666666666666667,0.5,0.8,0.75,0.25,0.0,0.0,0.3981164383561643,0.1522094926350245,0.0,0.75,1.0,1.0,0.1427260211106012,0.4503631961259079,0.0,0.292388847023361,0.0,0.0,0.6666666666666666,0.5,0.5,0.3333333333333333,0.6666666666666667,1.0,0.3333333333333333,0.6000000000000001,0.9130434782608692,1.0,0.3039492242595204,0.6000000000000001,1.0,0.1038506417736289,0.0,0.0,0.0,0.0,0.0,0.0,2006,0.2291348423830023,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.1666666666666665,1.1666666666666667,1.55,1.55,0.0,0.9166666666666666,0.22222222222222224,0.2,1.0,1.0,2.0,0.0,0.0,0.7962328767123286
448,448,50,0.0993150684931506,0.0341209189277618,1.0,1.0,0.5555555555555556,0.625,0.471014492753623,0.0,0.0,0.3333333333333333,0.5,0.6000000000000001,0.75,0.25,0.0,0.0,0.3339041095890411,0.1276595744680851,0.0,0.5,1.0,1.0,0.1023405231757687,0.2886198547215496,0.0,0.1963074604370761,0.0,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.8,0.471014492753623,0.3333333333333333,0.1396332863187588,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006,0.1174836828218303,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.1805555555555556,0.8333333333333333,1.35,1.35,0.0,0.6666666666666666,0.1111111111111111,0.26666666666666666,1.0,1.0,2.0,0.0,0.0,0.6678082191780822
449,449,50,0.0993150684931506,0.0219682628712987,1.0,1.0,0.2222222222222222,0.75,0.5507246376811601,0.8666666666666671,0.0,0.3333333333333333,0.75,0.6000000000000001,0.75,0.25,0.0586463501063075,0.0,0.1361301369863013,0.1062193126022913,0.0,1.0,1.0,1.0,0.0791647544745295,0.2440677966101695,0.0,0.1599472494348153,0.0,0.0,0.3333333333333333,0.5,0.25,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.7898550724637676,0.3333333333333333,0.2172073342736248,0.6000000000000001,1.0,0.0,0.3217550274223035,0.0,0.0,0.0,0.0,0.0,2007,0.1181780308290515,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9722222222222222,1.0833333333333333,1.35,1.35,0.0,0.5833333333333333,0.1111111111111111,0.0,1.0,1.0,2.0,0.0,0.0,0.1361301369863013
450,450,30,0.1678082191780822,0.0204912477505901,1.0,1.0,0.5555555555555556,0.875,0.4202898550724647,0.9166666666666644,0.0,0.3333333333333333,0.5,0.6000000000000001,0.75,0.25,0.0,0.0,0.3480308219178082,0.1330605564648118,0.0,1.0,1.0,0.75,0.1099128040385497,0.0,0.0,0.090241145440844,0.0,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.6666666666666667,1.0,0.0,0.0,0.4347826086956523,0.3333333333333333,0.1904090267983074,0.4,0.0,0.0,0.206581352833638,0.0,0.0,0.0,0.0,0.0,2006,0.1042910706846271,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.4305555555555556,0.8333333333333333,1.35,1.35,0.0,0.3333333333333333,0.22222222222222224,0.0,1.0,1.0,2.0,0.0,0.0,0.6960616438356164
451,451,20,0.1404109589041096,0.3246675547453785,1.0,1.0,0.6666666666666665,0.5,0.7463768115942031,0.4166666666666643,0.0,0.3333333333333333,0.5,0.8,0.75,1.0,0.1160524450744153,0.0,0.3758561643835616,0.2509001636661211,0.0,0.5,1.0,1.0,0.2751262046810463,0.0,0.0,0.2258854559155991,0.3333333333333333,0.0,0.6666666666666666,0.0,0.25,0.3333333333333333,0.6666666666666667,1.0,0.6666666666666666,0.6000000000000001,0.7463768115942031,0.3333333333333333,0.4062059238363892,0.6000000000000001,1.0,0.2333722287047841,0.0987202925045703,0.0,0.0,0.0,0.0,0.0,2006,0.3403693931398417,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.1666666666666665,0.8333333333333333,1.55,1.55,0.3333333333333333,0.6666666666666666,0.22222222222222224,0.4,1.0,1.0,2.0,0.0,0.0,0.3758561643835616
